movie_id,title,genres,year,avg_rating,rating_count,tags,tmdb_id,tmdb_title,overview,runtime,release_date,tmdb_vote_average,tmdb_vote_count,director,cast_top3,tmdb_genres,poster_path,popularity
5685,Real Women Have Curves,"['Comedy', 'Drama']",2002.0,4.25,2.0,['girl power'],30309.0,Real Women Have Curves,"In East Los Angeles, an 18-year-old struggles between her ambitions of going to college and the desires of her domineering mother for her to get married, have children, and oversee the small, rundown family-owned textile factory.",86.0,2002-10-18,6.1,100.0,Patricia Cardoso,America Ferrera|Lupe Ontiveros|Ingrid Oliu,Comedy|Drama,/ziemD3ATULYKt399FkO1ZhAwrOH.jpg,1.2713
5688,Tully,['Drama'],2000.0,2.75,2.0,,20861.0,Tully,"Tully Jr. and Earl live on their father's Nebraska ranch, proud and independent to a fault. While the shy, reclusive Earl spends his free time watching movies, the cockier Tully works his way through a succession of short-term affairs and an off-again, on-again relationship with April, a stripper in town. When their childhood friend Ella returns to town to start a veterinary practice, however, Tully falls for her — although the townsfolk have their doubts that he could ever commit to one woman.",106.0,2002-11-01,6.2,25.0,Hilary Birmingham,Anson Mount|Julianne Nicholson|Glenn Fitzgerald,Drama,/vn91Vcugfmi0CBzSm32eMBiaS02.jpg,0.9712
5689,Billy Bathgate,"['Crime', 'Drama']",1991.0,2.0,1.0,,12647.0,Billy Bathgate,"In the year 1935, a teen named Billy Bathgate finds first love while becoming the protégé of fledgling gangster Dutch Schultz.",106.0,1991-11-01,5.8,236.0,Robert Benton,Loren Dean|Dustin Hoffman|Nicole Kidman,Crime,/zDC0bY6IvGIf1SrDipLZJxR0Z2d.jpg,1.8137
5690,Grave of the Fireflies (Hotaru no haka),"['Animation', 'Drama', 'War']",1988.0,4.15625,16.0,"['beautiful', 'downbeat', 'grim', 'made me cry', 'orphans', 'poignant', 'tear jerker', 'tragedy', 'tragic']",12477.0,Grave of the Fireflies,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",89.0,1988-04-16,8.444,6416.0,Isao Takahata,Tsutomu Tatsumi|Ayano Shiraishi|Yoshiko Shinohara,Animation|Drama|War,/k9tv1rXZbOhH7eiCk378x61kNQ1.jpg,0.0099
5693,Saturday Night Fever,"['Comedy', 'Drama', 'Romance']",1977.0,3.3181818181818183,11.0,,11009.0,Saturday Night Fever,Tony spends his Saturdays at a disco where his stylish moves raise his popularity among the patrons. But his life outside the disco is not easy and things change when he gets attracted to Stephanie.,118.0,1977-12-16,6.727,2055.0,John Badham,John Travolta|Karen Lynn Gorney|Barry Miller,Music|Drama,/ylA7E5Md21aqgzxbwa2dFxX8LKV.jpg,4.0514
5694,Staying Alive,"['Comedy', 'Drama', 'Musical']",1983.0,2.25,2.0,['70mm'],10805.0,Staying Alive,It's five years later and Tony Manero's Saturday Night Fever is still burning. Now he's strutting toward his biggest challenger yet - making it as a dancer on the Broadway stage.,96.0,1983-07-11,5.8,487.0,Sylvester Stallone,John Travolta|Cynthia Rhodes|Finola Hughes,Drama|Music,/mFyTQt1HRlqr5SCEkuO4NoHM5B9.jpg,2.1641
5696,Urban Cowboy,['Drama'],1980.0,2.333333333333333,3.0,,17496.0,Urban Cowboy,"After moving to Pasadena, Texas, country boy Bud Davis starts hanging around a bar called Gilley's, where he falls in love with Sissy, a cowgirl who believes the sexes are equal. They eventually marry, but their relationship is turbulent due to Bud's traditional view of gender roles. Jealousy over his rival leads to their separation, but Bud attempts to win Sissy back by triumphing at Gilley's mechanical bull-riding competition.",132.0,1980-06-06,6.5,268.0,James Bridges,John Travolta|Debra Winger|Scott Glenn,Drama|Romance|Western,/2uKWi1Hb6yqkmOixRgKVwrzxljA.jpg,2.2553
5699,Tom Horn,['Western'],1980.0,4.0,1.0,,5917.0,Tom Horn,A renowned former army scout is hired by ranchers to hunt down rustlers but finds himself on trial for the murder of a boy when he carries out his job too well. Tom Horn finds that the simple skills he knows are of no help in dealing with the ambitions of ranchers and corrupt officials as progress marches over him and the old west.,94.0,1980-03-28,6.4,130.0,William Wiard,Steve McQueen|Linda Evans|Richard Farnsworth,Western|Action|Drama,/2psanhsRyBxZOlg9zg9uE54M32w.jpg,1.5265
5700,The Pumaman,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",1980.0,0.5,1.0,,31278.0,Pumaman,"Thousands of years ago, aliens visited Earth and fathered the Pumaman, a man-god with supernatural powers entrusted by a gold mask with the ability to control people's minds, which in present-day London, falls into the wrong hands.",97.0,1980-02-14,2.8,77.0,Alberto De Martino,Walter George Alton|Donald Pleasence|Miguel Ángel Fuentes,Science Fiction|Action,/1cmJeLWhqezudWa168KKy4REFbp.jpg,1.4932
5704,Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning),"['Horror', 'Sci-Fi']",1980.0,2.0,1.0,,,,,,,,,,,,,
5706,...All the Marbles,"['Comedy', 'Drama']",1981.0,2.0,1.0,,30709.0,...All the Marbles,A two-bit promoter tries to take a women's wrestling team to the top.,113.0,1981-03-01,6.2,56.0,Robert Aldrich,Peter Falk|Vicki Frederick|Laurene Landon,Comedy|Drama,/qv0WuNiP93ahEEYDFwC5DcjJmOS.jpg,3.7625
5707,Absence of Malice,"['Drama', 'Romance']",1981.0,3.25,2.0,,19429.0,Absence of Malice,"Megan Carter is a reporter duped into running an untrue story on Michael Gallagher, a suspected racketeer. He has an alibi for the time his crime was allegedly committed—but it involves an innocent party. When he tells Carter the truth and the newspaper runs it, tragedy follows, forcing Carter to face up to the responsibilities of her job when she is confronted by Gallagher.",116.0,1981-11-19,6.6,243.0,Sydney Pollack,Sally Field|Paul Newman|Bob Balaban,Drama|Romance,/sEmQFj17MUEWyqU1xa6yQ0VW5CA.jpg,1.7577
5710,Banana Joe,['Comedy'],1981.0,2.75,2.0,,,,,,,,,,,,,
5712,Blow Out,"['Mystery', 'Thriller']",1981.0,3.625,4.0,,11644.0,Blow Out,"While recording sound effects for a slasher flick, Jack Terry stumbles upon a real-life horror: a car careening off a bridge and into a river. Jack jumps into the water and fishes out Sally from the car, but the other passenger is already dead — a governor intending to run for president. As Jack does some investigating of his tapes, and starts a perilous romance with Sally, he enters a tangled web of conspiracy that might leave him dead.",108.0,1981-07-24,7.4,1641.0,Brian De Palma,John Travolta|Nancy Allen|John Lithgow,Crime|Mystery|Thriller|Drama,/uFzMscVLDrTaYd6KXOXlr6dly7w.jpg,3.4018
5720,"Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure)","['Action', 'Adventure', 'Comedy']",1981.0,2.5,1.0,,,,,,,,,,,,,
5721,"Chosen, The",['Drama'],1981.0,,,"['in netflix queue', 'judaism']",25773.0,The Chosen,"In a 1940s New York, two Jewish teenage boys are determined to remain friends despite the deep differences between their two families.",105.0,1981-08-20,6.9,28.0,Jeremy Kagan,Barry Miller|Robby Benson|Maximilian Schell,Drama,/wtw4jMMKz5CfB4H408XGAa87XHp.jpg,1.2533
5723,Continental Divide,"['Comedy', 'Romance']",1981.0,5.0,1.0,,26560.0,Continental Divide,A hard-nosed Chicago journalist has an unlikely love affair with an eagle researcher.,103.0,1981-09-18,6.1,124.0,Michael Apted,John Belushi|Blair Brown|Allen Garfield,Comedy|Romance,/jwLFNA10RJBcQ4Fe0SoySkSFr0V.jpg,1.0458
5733,"Eyewitness (Janitor, The)",['Thriller'],1981.0,4.0,1.0,,31679.0,Eyewitness,"NYC custodian Daryll Deever is a big fan of local news reporter Tony Sokolow, so he is intrigued when she shows up to cover a story at his workplace. There's been a murder in the office building, and Tony suspects that Daryll may have insight into the crime, a notion that he furthers to stay close to her. However, when those behind the killing begin to think that he really knows something, they target the pair to keep their secrets hidden.",103.0,1981-02-13,5.6,122.0,Peter Yates,William Hurt|Sigourney Weaver|Christopher Plummer,Thriller,/dxMbBWegmjtPfZNmw6HHJjgZkQt.jpg,1.8734
5735,Faces of Death,"['Documentary', 'Horror']",1978.0,1.75,2.0,,12237.0,Faces of Death,"A collection of death scenes, ranging from TV-material to home-made super-8 movies. The common factor is death by some means.",105.0,1978-11-10,4.5,199.0,John Alan Schwartz,Michael Carr|Samuel Berkowitz|Mary Ellen Brighton,Horror|Documentary,/fhHzqDrdHLqjawXLXoV3w4FDOUd.jpg,2.2508
5736,Faces of Death 3,"['Documentary', 'Horror']",1985.0,1.5,1.0,,15901.0,Faces of Death III,"The third installment of the infamous ""is it real or fake?"" mondo series sets its sights primarily on serial killers, with lengthy reenactments of police investigations of bodies being found in dumpsters, and a staged courtroom sequence.",86.0,1985-03-10,3.5,42.0,John Alan Schwartz,Michael Carr|John Alan Schwartz|Veronica Lakewood,Documentary|Horror,/jYimMHNfTuz8HmGMltxsVXBDZvA.jpg,0.5711
5741,"Woman Next Door, The (Femme d'Ã  cÃ´tÃ©, La)","['Drama', 'Romance']",1981.0,4.0,1.0,,,,,,,,,,,,,
5742,First Monday in October,"['Comedy', 'Drama']",1981.0,4.0,1.0,,85058.0,First Monday in October,"For the first time in history a woman is appointed to the U.S. Supreme Court, where she becomes a friendly rival to a liberal associate.",98.0,1981-08-21,6.1,27.0,Ronald Neame,Walter Matthau|Jill Clayburgh|Barnard Hughes,Comedy|Drama,/8a4K7e83WoCTOwje4LEhTwtOu0a.jpg,0.9771
5745,"Four Seasons, The","['Comedy', 'Drama']",1981.0,5.0,1.0,,25113.0,The Four Seasons,"Three middle-aged wealthy couples take vacations together in Spring, Summer, Autumn and Winter. Along the way we are treated to mid-life, marital, parental and other crises.",107.0,1981-05-22,6.2,63.0,Alan Alda,Alan Alda|Carol Burnett|Len Cariou,Comedy|Drama|Romance,/7xKPkL7kHdgq3YI08tXISCQwRJH.jpg,1.4877
5746,Galaxy of Terror (Quest),"['Action', 'Horror', 'Mystery', 'Sci-Fi']",1981.0,5.0,1.0,,28893.0,Galaxy of Terror,"As a lone spaceship proceeds on its long voyage across space, the crew are surprised to encounter a strange pyramid form. Surprise turns to horror as one by one, they discover that their darkest nightmares are all starting to become real. The pyramid has to be behind it all somehow, but how can they save themselves from its influence?",81.0,1981-10-01,5.2,245.0,Bruce D. Clark,Edward Albert|Erin Moran|Ray Walston,Action|Adventure|Horror|Science Fiction,/429ot4ktpg6q7JR2ThaX9kthfLb.jpg,2.164
5747,Gallipoli,"['Drama', 'War']",1981.0,4.285714285714286,7.0,['world war i'],11646.0,Gallipoli,Two Australian sprinters face the brutal realities of war when they are sent to fight in the Gallipoli campaign in the Ottoman Empire during World War I.,112.0,1981-08-13,7.1,528.0,Peter Weir,Mel Gibson|Mark Lee|Bill Kerr,War|History|Drama,/un7VCqTmjrq3u75mQ204a8tofD4.jpg,2.3368
5749,Ghost Story,"['Drama', 'Horror']",1981.0,3.0,1.0,,24634.0,Ghost Story,"Four successful elderly gentlemen, members of the Chowder Society, share a gruesome, 50-year-old secret. When one of Edward Wanderley's twin sons dies in a bizarre accident, the group begins to see a pattern of frightening events developing.",110.0,1981-12-18,6.0,167.0,John Irvin,Fred Astaire|Melvyn Douglas|Douglas Fairbanks Jr.,Horror|Drama|Thriller,/awnN2k2726xqzqsmd3YcSe6lSj0.jpg,1.6713
5752,Gregory's Girl,"['Comedy', 'Romance']",1981.0,3.0,1.0,,21764.0,Gregory's Girl,A teenager falls hard for the female soccer player who has replaced him on the team and attempts to pursue her.,91.0,1981-04-23,6.8,144.0,Bill Forsyth,John Gordon Sinclair|Dee Hepburn|Clare Grogan,Comedy|Romance,/vVOdKnervWwvxIeJzLCqQzQPs7o.jpg,1.4113
5755,Happy Birthday to Me,"['Horror', 'Mystery']",1981.0,2.0,2.0,,37936.0,Happy Birthday to Me,"Virginia is proud that she belongs to a clique. The best students at a private school. But before her 18th birthday, a gruesome set of murders take place and her friends are the ones who are falling prey. Could it be her? She suffers from blackouts due to a freak accident one year earlier. We soon learn the truth behind her accident and what is going on.",110.0,1981-05-15,6.0,227.0,J. Lee Thompson,Melissa Sue Anderson|Glenn Ford|Lawrence Dane,Horror|Mystery,/8s8Z58Xah3VSe4kfKZFTUJTT33g.jpg,1.7112
5764,Looker,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",1981.0,4.5,1.0,,21874.0,Looker,"Plastic surgeon Larry Roberts performs a series of minor alterations on a group of models who are seeking perfection. The operations are a resounding success. But when someone starts killing his beautiful patients, Dr. Roberts becomes suspicious and starts investigating. What he uncovers are the mysterious - and perhaps murderous - activities of a high-tech computer company called Digital Matrix.",94.0,1981-10-30,6.1,127.0,Michael Crichton,Albert Finney|James Coburn|Susan Dey,Science Fiction|Thriller,/dQtdfoA0HKyI3YDHCngx6Rp8ePy.jpg,1.8813
5767,Teddy Bear (Mis),"['Comedy', 'Crime']",1981.0,3.5,1.0,,31407.0,Teddy Bear,"En route to London, Bear discovers at the border checkpoint that his passport is missing a few pages, which may prevent him from traveling to the city with the sports team he manages.",110.0,1981-05-04,7.8,98.0,Stanisław Bareja,Stanisław Tym|Barbara Burska|Christine Paul-Podlasky,Comedy,/mvPR52hepNXBNBezFeLtEorbruo.jpg,0.9238
5768,Modern Problems,"['Comedy', 'Fantasy']",1981.0,3.0,1.0,,16471.0,Modern Problems,"Jealous, harried air traffic controller Max Fielder, recently dumped by his girlfriend, comes into contact with nuclear waste and is granted the power of telekinesis, which he uses to not only win her back, but to gain a little revenge.",89.0,1981-12-25,5.4,92.0,Ken Shapiro,Chevy Chase|Patti D'Arbanville|Dabney Coleman,Comedy|Science Fiction|Romance,/aH21h3sMMN3r6d9I8VSBw28fW7V.jpg,1.0661
5771,My Bloody Valentine,"['Drama', 'Horror', 'Thriller']",1981.0,0.5,1.0,,39874.0,My Bloody Valentine,"Twenty years after a Valentine's Day tragedy claimed the lives of five miners, Harry Warden returns for a vengeful massacre among teen sweethearts gearing up for another party.",90.0,1981-02-11,6.447,544.0,George Mihalka,Paul Kelman|Lori Hallier|Neil Affleck,Horror|Thriller,/kl3mewFceFtYIavvGts2atzB0e0.jpg,1.4924
5772,My Dinner with AndrÃ©,['Drama'],1981.0,4.75,2.0,,,,,,,,,,,,,
5773,Neighbors,['Comedy'],1981.0,3.0,1.0,,19507.0,Neighbors,"One man's quiet suburban life takes a sickening lurch for the worse when a young couple move into the deserted house next door. From the word go it is obvious these are not the quiet professional types who *should* be living in such a nice street. As more and more unbelievable events unfold, our hero starts to question his own sanity... and those of his family.",95.0,1981-12-18,5.7,153.0,John G. Avildsen,John Belushi|Kathryn Walker|Cathy Moriarty,Comedy,/eJ9AU7JY4lbda7EeXA0ONncV5Dm.jpg,1.5371
5779,Piranha II: The Spawning,"['Horror', 'Sci-Fi']",1981.0,2.0,1.0,,,,,,,,,,,,,
5780,Polyester,['Comedy'],1981.0,3.0,1.0,,14269.0,Polyester,"Blessed with a keen sense of smell and cursed with a philandering pornographer husband, a parasitic mother, and a pair of delinquent children, the long-suffering Francine Fishpaw turns to the bottle as her life falls apart -- until deliverance appears in the form of a hunk named Todd Tomorrow. Originally screened with ""Odorama"" scratch and sniff cards so the audience could (at their own risk) smell along with the film.",86.0,1981-05-29,7.0,185.0,John Waters,Divine|Tab Hunter|Edith Massey,Comedy|Drama,/14RfMqOe8eF17bUajPsy4HtRsVC.jpg,3.5076
5782,"Professional, The (Le professionnel)","['Action', 'Drama', 'Thriller']",1981.0,3.8684210526315774,19.0,,1672.0,The Professional,"French secret service agent Josselin Beaumont is dispatched to take down African warlord N'Jala. But when his assignment is canceled, he's shocked to learn that his government is surrendering him to local authorities. He is given a mock trial and sentenced to 20 years of hard labor. But Beaumont escapes from prison and vows not only to avenge himself against his betrayers but also to finish his original assignment.",108.0,1981-10-21,7.2,577.0,Georges Lautner,Jean-Paul Belmondo|Robert Hossein|Elisabeth Margoni,Action|Adventure|Thriller,/dhAZ8T0tTlTNw3D7Cn8wc87sk1w.jpg,2.286
5784,Ghost Ship,['Horror'],2002.0,2.5,9.0,,9645.0,Ghost Ship,"After discovering a passenger ship missing since 1962 floating adrift on the Bering Sea, salvagers claim the vessel as their own. Once they begin towing the ghost ship towards harbor, a series of bizarre occurrences happen and the group becomes trapped inside the ship, which they soon learn is inhabited by a demonic creature.",91.0,2002-10-25,6.0,2618.0,Steve Beck,Gabriel Byrne|Julianna Margulies|Desmond Harrington,Horror|Mystery|Thriller,/kIlzZJqV4SCGHrrjoGLBhmsO7z2.jpg,5.0588
5785,Jackass: The Movie,"['Action', 'Comedy', 'Documentary']",2002.0,3.5,17.0,,9012.0,Jackass: The Movie,"Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on.",85.0,2002-10-25,6.3,1706.0,Jeff Tremaine,Johnny Knoxville|Bam Margera|Steve-O,Action|Comedy|Documentary,/9Rb659hvGfmef1xm0mMvDHEBqmf.jpg,2.8636
5786,Paid in Full,"['Action', 'Drama']",2002.0,4.5,1.0,,13098.0,Paid in Full,"Ace is an impressionable young man working for a dry cleaning business. His friend, drug dealer Mitch, goes to prison. In an unrelated incident, he finds some cocaine in a pants pocket. Soon, Ace finds himself dealing cocaine for Lulu. Via lucky breaks and solid interpersonal skills, Ace moves to the top of the Harlem drug world. Of course, unfaithful employees and/or rivals conspire to bring about Ace's fall.",98.0,2002-10-25,6.8,238.0,Charles Stone III,Wood Harris|Cam'ron|Mekhi Phifer,Action|Crime|Drama,/slSTVGg6Hz9BLyKmW2feVrTpnG5.jpg,3.1893
5787,"Truth About Charlie, The","['Mystery', 'Thriller']",2002.0,2.5,1.0,,13440.0,The Truth About Charlie,"Regina meets charming Joshua while vacationing in Martinique, as she contemplates ending her whirlwind marriage to enigmatic Charlie. Upon her return to Paris, she finds that both her apartment and her bank account have been emptied, and her husband has been murdered. Stuck in ever-increasing danger and with four men pursuing her, another stranger offers assistance - but who can she trust?",104.0,2002-10-25,4.8,193.0,Jonathan Demme,Thandiwe Newton|Mark Wahlberg|Tim Robbins,Thriller|Mystery,/kQ6SdbWStviMhTFt5tatjpGvRGV.jpg,1.8664
5788,All or Nothing,['Drama'],2002.0,3.6666666666666665,3.0,,12454.0,All or Nothing,"Penny works at a supermarket and Phil is a gentle taxi-driver. Penny’s love for Phil has run dry and they lead joyless lives with their two children, Rachel, a cleaner, and Rory, who is unemployed and aggressive.",128.0,2002-10-18,7.1,165.0,Mike Leigh,Timothy Spall|Lesley Manville|Alison Garland,Drama,/5VRYeJ8DI3GkVzO7MUlug8v2BZO.jpg,1.9298
5791,Frida,"['Drama', 'Romance']",2002.0,3.78125,16.0,['art'],1360.0,Frida,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",123.0,2002-08-29,7.393,2157.0,Julie Taymor,Salma Hayek Pinault|Alfred Molina|Mía Maestro,Drama|Romance,/a4hgR6aKoohB6MHni171jbi9BkU.jpg,4.2743
5792,Roger Dodger,"['Comedy', 'Drama']",2002.0,3.6666666666666665,6.0,['dating'],13441.0,Roger Dodger,"A smooth-talking ad executive attributes his remarkable success with women to his ability to manipulate their emotions from the moment he first meets them. When his teenage nephew drops in for a visit, he soon learns that his approach isn't as foolproof as he thought when he attempts to teach the boy how to pick up women.",106.0,2002-05-09,6.1,208.0,Dylan Kidd,Campbell Scott|Jesse Eisenberg|Isabella Rossellini,Comedy|Drama,/koAdQdL3LUtho4nd1DWSubE7dU6.jpg,1.3269
5796,Casino Royale,"['Action', 'Adventure', 'Comedy']",1967.0,2.5,5.0,,12208.0,Casino Royale,"Sir James Bond is called back out of retirement to stop SMERSH. In order to trick SMERSH, James thinks up the ultimate plan - that every agent will be named 'James Bond'. One of the Bonds, whose real name is Evelyn Tremble is sent to take on Le Chiffre in a game of baccarat, but all the Bonds get more than they can handle.",131.0,1967-04-18,5.3,808.0,Joseph McGrath,David Niven|Peter Sellers|Ursula Andress,Adventure|Action|Comedy,/9wdw5H018bgIM8bK2HuDvh8BwOh.jpg,5.9505
5797,"Company of Wolves, The","['Fantasy', 'Horror']",1984.0,2.0,1.0,,11905.0,The Company of Wolves,"An adaptation of Angela Carter's fairy tales. Young Rosaleen dreams of a village in the dark woods, where Granny tells her cautionary tales in which innocent maidens are tempted by wolves who are hairy on the inside. As Rosaleen grows into womanhood, will the wolves come for her too?",95.0,1984-09-21,6.3,378.0,Neil Jordan,Sarah Patterson|Angela Lansbury|David Warner,Horror|Fantasy,/2g2YPws1MiEWTodUE8u3qOf78XS.jpg,2.4835
5799,Exodus,"['Drama', 'Romance', 'War']",1960.0,3.5,1.0,,1941.0,Exodus,"Ari Ben Canaan, a passionate member of the Jewish paramilitary group Haganah, attempts to transport 600 Jewish refugees on a dangerous voyage from Cyprus to Palestine on a ship named the Exodus. He faces obstruction from British forces, who will not grant the ship passage to its destination.",208.0,1960-12-15,6.7,221.0,Otto Preminger,Paul Newman|Eva Marie Saint|Ralph Richardson,Drama|War,/1JXFJRztd43gCf4TAodNUwkfZoi.jpg,3.2655
5801,"Russians Are Coming, the Russians Are Coming, The","['Comedy', 'War']",1966.0,2.5,1.0,,31918.0,The Russians Are Coming! The Russians Are Coming!,"When a Soviet submarine gets stuck on a sandbar off the coast of a New England island, its commander orders his second-in-command, Lieutenant Rozanov, to get them moving again before there is an international incident. Rozanov seeks assistance from the island locals, including the police chief and a vacationing television writer, while trying to allay their fears of a Communist invasion by claiming he and his crew are Norwegian sailors.",126.0,1966-05-25,6.4,127.0,Norman Jewison,Carl Reiner|Eva Marie Saint|Alan Arkin,Comedy|War,/sgo7cQg6Zo0xuCgb8ckou0RX4Bj.jpg,1.1446
5802,"World of Henry Orient, The",['Comedy'],1964.0,4.0,1.0,['teenagers'],19662.0,The World of Henry Orient,"A mischievous, adventuresome fourteen-year-old girl and her best friend begin following an eccentric concert pianist around New York City after she develops a crush on him.",106.0,1964-03-19,5.8,49.0,George Roy Hill,Peter Sellers|Tippy Walker|Merrie Spaeth,Comedy|Drama,/4amE4cUpqH6TUm07UDOJMDz2xHw.jpg,1.612
5803,I Spy,"['Action', 'Adventure', 'Comedy', 'Crime']",2002.0,2.5,7.0,,8427.0,I Spy,"When the Switchblade, the most sophisticated prototype stealth fighter created yet, is stolen from the U.S. government, one of the United States' top spies, Alex Scott, is called to action. What he doesn't expect is to get teamed up with a cocky civilian, World Class Boxing Champion Kelly Robinson, on a dangerous top secret espionage mission. Their assignment: using equal parts skill and humor, catch Arnold Gundars, one of the world's most successful arms dealers.",97.0,2002-10-31,5.4,1017.0,Betty Thomas,Eddie Murphy|Owen Wilson|Famke Janssen,Action|Adventure|Comedy|Thriller,/hmjCMtkeqxruMVocq7iwMx899xi.jpg,4.4337
5804,"Santa Clause 2, The","['Children', 'Comedy', 'Fantasy', 'Romance']",2002.0,2.3,5.0,,9021.0,The Santa Clause 2,"Better watch out! The big guy in red is coming to town once again. This time, Scott Calvin -- also known as Santa Claus -- finds out there's an obscure clause in his contract requiring him to take on a wife. He has to leave the North Pole to fulfill his obligations, or else he'll be forced to give up his Yuletide gig.",104.0,2002-09-29,6.0,1414.0,Michael Lembeck,Tim Allen|Judge Reinhold|Wendy Crewson,Fantasy|Comedy|Family,/2EAMkz0z1pbr9weOY1Y7buy2AxV.jpg,3.069
5809,Femme Fatale,"['Crime', 'Thriller']",2002.0,3.375,4.0,,9280.0,Femme Fatale,"A $10-million diamond rip-off, a stolen identity, a new life married to a diplomat. Laure Ash has risked big, won big. But then a tabloid shutterbug snaps her picture in Paris, and suddenly, enemies from Laure's secret past know who and where she is. And they all want their share of the diamond heist. Or her life. Or both.",114.0,2002-04-30,6.2,647.0,Brian De Palma,Rebecca Romijn|Antonio Banderas|Peter Coyote,Mystery|Crime|Thriller,/i2OgxmZVbIsJxaLiYMjCSewsLty.jpg,2.863
5810,8 Mile,['Drama'],2002.0,3.292682926829268,41.0,,65.0,8 Mile,"For Jimmy Smith, Jr., life is a daily fight just to keep hope alive. Feeding his dreams in Detroit's vibrant music scene, Jimmy wages an extraordinary personal struggle to find his own voice - and earn a place in a world where rhymes rule, legends are born and every moment… is another chance.",111.0,2002-11-08,7.14,7733.0,Curtis Hanson,Eminem|Kim Basinger|Mekhi Phifer,Drama|Music,/7BmQj8qE1FLuLTf7Xjf9sdIHzoa.jpg,7.8602
5812,Far from Heaven,"['Drama', 'Romance']",2002.0,3.863636363636364,11.0,['salute to douglas sirk'],10712.0,Far from Heaven,"In 1950s Connecticut, a housewife's life is upended by a marital crisis and mounting racial tensions in society.",107.0,2002-11-08,7.1,666.0,Todd Haynes,Julianne Moore|Dennis Quaid|Dennis Haysbert,Drama|Romance,/9gQuvFDRPLx39smUvyafm36tp0d.jpg,3.2445
5816,Harry Potter and the Chamber of Secrets,"['Adventure', 'Fantasy']",2002.0,3.5980392156862746,102.0,"['magic', 'wizards']",672.0,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione's magical abilities and courage.",161.0,2002-11-13,7.704,23354.0,Chris Columbus,Daniel Radcliffe|Rupert Grint|Emma Watson,Adventure|Fantasy,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,25.5263
5817,Ararat,"['Drama', 'War']",2002.0,4.5,1.0,,16351.0,Ararat,"Interrogated by a customs officer, a young man recounts how his life was changed during the making of a film about the Armenian genocide.",115.0,2002-05-20,6.1,94.0,Atom Egoyan,Simon Abkarian|Charles Aznavour|Christopher Plummer,Drama|War|History,/kQkn715VQYLIs2nddAUf19Bz5Wj.jpg,2.6461
5818,"Crime of Father Amaro, The (Crimen del padre Amaro, El)","['Drama', 'Romance']",2002.0,4.5,1.0,,542.0,The Crime of Padre Amaro,"Sent to Mexico to help take care of aging Father Benito, young Father Amaro faces a moral challenge when he meets a 16-year-old girl who he starts an affair with. Likewise, the girl's mother had been having an affair with Father Benito. Father Amaro must choose between a holy or sinful life.",118.0,2002-10-01,6.656,302.0,Carlos Carrera,Gael García Bernal|Ana Claudia Talancón|Sancho Gracia,Drama|Romance,/wqwt2DKcQV6EeSwXuYTk7pkLFii.jpg,1.181
5820,Standing in the Shadows of Motown,"['Documentary', 'Musical']",2002.0,3.5,3.0,['music business'],30192.0,Standing in the Shadows of Motown,"In 1959, Berry Gordy Jr. gathered the best musicians from Detroit's thriving jazz and blues scene to begin cutting songs for his new record company. Over a fourteen year period they were the heartbeat on every hit from Motown's Detroit era. By the end of their phenomenal run, this unheralded group of musicians had played on more number ones hits than the Beach Boys, the Rolling Stones, Elvis and the Beatles combined - which makes them the greatest hit machine in the history of popular music. They called themselves the Funk Brothers. Forty-one years after they played their first note on a Motown record and three decades since they were all together, the Funk Brothers reunited back in Detroit to play their music and tell their unforgettable story, with the help of archival footage, still photos, narration, interviews, re-creation scenes, 20 Motown master tracks, and twelve new live performances of Motown classics with the Brothers backing up contemporary performers.",116.0,2002-09-11,6.9,45.0,Paul Justman,Richard 'Pistol' Allen|Jack Ashford|Bob Babbitt,Documentary|Music,/rsOTrPTRhBgw5eWAgJISBMiIg5m.jpg,0.5132
5826,Rio Grande,"['Romance', 'Western']",1950.0,3.5,1.0,,11617.0,Rio Grande,"Lt. Col. Kirby Yorke is posted on the Texas frontier to defend settlers against depredations of marauding Apaches. Col. Yorke is under considerable stress by a serious shortage of troops of his command. Tension is added when Yorke's son (whom he hasn't seen in fifteen years), Trooper Jeff Yorke, is one of 18 recruits sent to the regiment.",105.0,1950-11-15,6.8,383.0,John Ford,John Wayne|Maureen O'Hara|Ben Johnson,Western,/zYoK2RkBCmyhIV6UUb6EZLqxmZq.jpg,1.846
